filename	title	mode	text	position	sentence_index	recap_length	passage_length
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	He chuckles and chooses to take his time.	0.46291	9	110	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	He leans back in his chair, savoring the moment as he slowly sips his drink.	0.46291	9	110	10
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	Feeling sure of his success, he settles down on a soft patch of grass beneath a tree for a nap.	0.52226	10	118	20
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	As he drifts off to sleep, a sudden rustling in the bushes stirs him, signaling an unexpected danger approaching.	0.52226	10	118	20
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	The tortoise continues to move forward steadily and unbothered.	0.53709	11	138	5
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	The tortoise unexpectedly crosses paths with a wise old owl who offers guidance on its journey.	0.53709	11	138	5
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	He perseveres forward slowly and steadily, refusing to pause for rest as hours slip by.	0.57864	12	147	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	Finally, he reaches the summit, looking out over the vast landscape that stretches endlessly before him.	0.57864	12	147	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	The tortoise steadily progresses under the bright sun, advancing with purposeful steps.	0.63205	13	162	18
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	The tortoise reaches the finish line just as the first rays of sunset begin to fade.	0.63205	13	162	18
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	The hare wakes up to find the sun setting in the sky.	0.67062	14	174	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	The hare bolts upright in panic, realizing it has missed an important meeting with the other animals at the forest clearing.	0.67062	14	174	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	He yawns and stretches before resuming his run, confident that the tortoise lags far behind.	0.7181	15	186	16
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	To his surprise, he glances back and finds the tortoise steadily gaining ground, unyielding in its slow yet continuous progress.	0.7181	15	186	16
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	The unexpected sight of the tortoise just steps from the finish line catches him off guard.	0.76261	16	201	15
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	The hare realizes his mistake and sprints towards the finish line, desperate to catch up.	0.76261	16	201	15
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	The hare races desperately but realizes he has already missed his chance.	0.80119	17	217	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	The tortoise crosses the finish line, winning the race and proving that slow and steady can indeed win.	0.80119	17	217	13
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	The tortoise triumphantly reaches the finish line, celebrated by the cheers of the other animals.	0.84273	18	229	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	The hare, once prideful, approaches the tortoise and humbly congratulates him on the victory.	0.84273	18	229	14
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	The hare, shamed by his loss, learns to respect the tortoise's steady determination.	0.92878	19	244	29
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	The hare vows to train harder and becomes the tortoise's devoted friend, learning the value of perseverance.	0.92878	19	244	29
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	summary	The animals learn that overconfidence and laziness can lead to defeat by those who are patient and persistent.	1.0	20	257	24
/home/juyal/QuantifyingNarrativeSurprise/StoryScraper/stories/BaselineStory.txt	Dark_Is_the_New_Light	prediction	The animals form a pact to train together, ensuring they respect hard work and dedication in every competition.	1.0	20	257	24
